자포코일	70	70	115	130	90	60
잠만보	160	110	65	65	110	30
장크로다일	85	105	100	79	83	78
쟝고	73	115	60	60	60	90
저리더프	85	115	80	105	80	50
저리릴	65	85	70	75	70	40
저리어	35	55	40	45	40	60
전룡 (5세대까지)	90	75	75	115	90	55
전룡 (6세대부터)	90	75	85	115	90	55
전수목	83	89	71	173	71	83
전지충이	57	82	95	55	75	36
전툴라	70	77	60	97	60	108
절각참	65	125	100	60	70	70
점토도리	60	70	105	70	120	75
제라오라	88	112	75	102	80	143
제르네아스	126	131	95	131	98	99
제브라이카	75	100	63	80	63	116
제크로무	100	150	120	120	100	90
조로아	40	65	40	80	40	65
조로아크	60	105	60	120	60	105
종이신도	59	181	131	59	31	109
주리비얀	45	45	55	45	55	63
주뱃	40	45	35	30	40	55
줄뮤마	45	60	32	50	32	76
쥬레곤	90	70	80	70	95	70
쥬쥬	65	45	55	45	70	45
쥬피썬더	65	65	60	110	95	130
지가르데	108	100	121	81	95	95
지그제구리	38	30	41	30	41	60
지그제구리 (가라르의 모습)	38	30	41	30	41	60
지라치	100	100	100	100	100	100
직구리	78	70	61	50	61	100
직구리 (가라르의 모습)	78	70	61	50	61	100
진주몽	35	64	85	74	55	32
질뻐기	105	105	75	65	100	50
질뻐기 (알로라의 모습)	105	105	75	65	100	50
질퍽이	80	80	50	40	50	25
질퍽이 (알로라의 모습)	80	80	50	40	50	25
짜랑고우	55	75	90	65	70	65
짜랑고우거	75	110	125	100	105	85
짜랑꼬	45	55	65	45	45	45
짜랑랑	40	55	35	50	35	35
쪼마리	50	40	85	40	65	25
찌로꼬치	41	63	40	40	30	66
찌르꼬	40	55	30	30	30	60
찌르버드	55	75	50	40	40	80
찌르성게	48	101	95	91	85	15
찌르호크 (5세대까지)	85	120	70	50	50	100
찌르호크 (6세대부터)	85	120	70	50	60	100
찌리리공	40	30	50	55	55	100
차곡차곡	61	131	211	53	101	13
차오꿀	90	93	55	70	55	55
창파나이트	62	135	95	68	82	65
채키몽	70	85	70	55	60	80
철시드	44	50	91	24	86	10
철화구야	97	101	103	107	101	61
체리꼬	70	60	70	87	78	85
체리버	45	35	45	62	53	35
초라기	75	38	38	56	56	67
초염몽	76	104	71	104	71	108
총어	35	65	35	65	35	65
춤추새	75	70	70	98	70	93
치갈기	68	105	70	70	70	92
치고마	60	90	60	53	50	72
치라미	55	50	40	40	40	75
치라치노	75	95	60	65	60	115
치렁	65	50	70	95	80	65
치릴리	45	35	50	70	50	30
치코리타	45	49	65	49	65	45
칠색조	106	130	90	110	154	90
침바루	65	95	75	55	55	85
카스쿤	50	35	55	25	25	15
카포에라	50	95	95	35	110	70
카푸꼬꼬꼭	70	115	85	95	75	130
카푸나비나	70	85	75	130	115	95
카푸느지느	70	75	115	95	130	85
카푸브루루	70	130	115	85	95	75
칼라마네로	86	92	88	68	75	73
캐스퐁	70	70	70	70	70	70
캐이시	25	20	15	105	55	90
캐터피	45	30	35	20	20	45
캥카	105	95	80	40	80	90
케르디오	91	72	90	129	90	108
케오퍼스	80	118	90	70	80	42
켄타로스	75	100	95	40	70	110
켄호로우 (5세대까지)	80	105	80	65	55	93
켄호로우 (6세대부터)	80	115	80	65	55	93
켈리몬	60	90	70	60	120	40
코고미	55	70	40	60	40	40
코리갑	90	120	120	60	60	50
코바르온	91	90	129	90	72	108
코뿌리	105	130	120	45	45	40
코산호	55	55	85	65	85	35
코산호 (가라르의 모습)	60	55	100	65	100	30
코스모그	43	29	31	29	31	37
코스모움	43	29	131	29	131	37
코일	25	35	70	95	55	45
코코리	90	60	60	40	40	40
코코파스	30	45	135	45	90	30
코터스	70	85	140	85	70	20
콕코구리	35	75	30	30	30	65
콘치	45	67	60	35	50	63
콘팡	60	55	50	40	55	45
콩둘기	50	55	50	36	30	43
큐레무	125	130	90	130	90	95
큐레무 (블랙)	125	170	100	120	90	95
큐레무 (화이트)	125	120	90	170	100	95
큐아링	51	52	90	82	110	100
크라파	55	85	50	40	50	75
크랩	30	105	90	25	25	50
크레베이스	95	117	184	44	46	28
크레세리아	120	70	120	75	130	85
크로뱃	85	90	80	70	80	130
크리만	77	120	90	60	90	48
클레피	57	80	91	80	87	75
키링키	70	80	65	90	65	85
키요공	60	69	69	91	81	50
킬가르도 (블레이드폼)	60	140	50	140	50	60
킬가르도 (실드폼)	60	50	140	50	140	60
킬리아	38	35	35	65	55	50
킹드라	75	95	95	95	95	85
킹크랩	55	130	115	50	50	75
타격귀	75	125	75	30	75	85
타만타	45	20	50	60	120	50
타입:널	95	95	95	95	95	59
타타륜	70	131	100	86	90	40
탄동	30	40	50	40	50	30
탄차곤	80	60	90	60	70	50
탐리스	70	55	55	35	35	25
탕구리	50	50	95	40	50	35
태우지네	50	65	45	50	50	45
탱그릴	55	40	50	65	85	40
탱탱겔	100	60	70	85	105	60
터검니	46	87	60	30	40	57
턱지충이	47	62	45	55	45	46
텅구리	60	80	110	50	80	45
텅구리 (알로라의 모습)	60	80	110	50	80	45
텅비드	109	53	47	127	131	103
테라키온	91	129	90	72	90	108
테르나	59	59	58	90	70	73
테오키스 (노말폼)	50	150	50	150	50	150
테오키스 (디펜스폼)	50	70	160	70	160	90
테오키스 (스피드폼)	50	95	90	95	90	180
테오키스 (어택폼)	50	180	20	180	20	150
테일로	40	55	30	30	30	85
토게데마루	65	98	63	40	73	96
토게키스	85	50	95	120	115	80
토게틱	55	40	85	80	105	40
토게피	35	20	65	40	65	20
토네로스 (영물폼)	79	100	80	110	90	121
토네로스 (화신폼)	79	115	70	125	80	111
토대부기	95	109	105	75	85	56
토쇠골	85	105	85	40	50	40
토중몬	31	45	90	30	30	40
톱치	45	100	45	45	45	10
통통코	35	35	40	35	55	50
투구	30	80	90	55	45	55
투구뿌논	77	70	90	145	75	43
투구푸스	60	115	105	65	70	80
툰베어	95	110	80	70	80	50
트로피우스	99	68	83	72	87	51
트리미앙	75	80	60	65	90	102
트리토돈	111	83	68	92	82	39
티고라스	58	89	77	45	45	48
파라꼬	38	47	35	33	35	57
파라섹트	60	95	80	60	80	30
파라스	35	70	55	45	55	25
파르빗	38	36	38	32	36	57
파르셀	50	95	180	85	45	70
파르토	85	56	77	50	77	78
파비코	45	40	60	40	75	50
파비코리	75	70	90	70	105	80
파오리	52	65	55	58	62	60
파오리 (가라르의 모습)	52	95	55	58	62	55
파이리	39	52	43	60	50	65
파이숭이	64	78	52	78	52	81
파이어	90	100	90	125	85	90
파이어 (가라르 파이어)	90	85	90	100	125	90
파이어로	78	81	71	74	69	126
파쪼옥	50	47	50	57	50	65
파치래곤	90	100	90	80	70	75
파치르돈	90	100	90	90	80	55
파치리스	60	45	70	45	90	95
파크로우	68	67	55	43	55	77
판짱	67	82	62	46	48	53
패리퍼	60	50	100	85	70	65
팬텀	60	65	60	130	75	110
팽도리	53	51	53	61	56	40
팽태자	64	66	68	81	76	50
펄기아	90	120	100	150	120	100
펄스멍	69	90	60	90	60	121
펌킨인 (L)	75	95	122	58	75	69
펌킨인 (M)	65	90	122	58	75	84
펌킨인 (S)	55	85	122	58	75	99
펌킨인 (XL)	85	100	122	58	75	54
페라페	76	65	45	92	42	91
페로코체	71	137	37	137	37	151
페르시온	65	70	60	65	65	115
페르시온 (알로라의 모습)	65	60	60	75	65	115
페이검	40	60	40	40	40	30
펜드라 (5세대까지)	60	90	89	55	69	112
펜드라 (6세대부터)	60	100	89	55	69	112
포곰곰	70	75	50	45	50	50
포니타	50	85	55	65	65	90
포니타 (가라르의 모습)	50	85	55	65	65	90
포챠나	35	55	35	30	30	35
포트데스	60	65	65	134	114	70
포푸니	55	95	55	35	75	115
포푸니라	70	120	65	45	85	125
폭거북스	60	78	135	91	85	36
폭슬라이	70	58	58	87	92	90
폭음룡 (5세대까지)	104	91	63	91	63	68
폭음룡 (6세대부터)	104	91	63	91	73	68
폭타	70	100	70	105	75	40
폴리곤	65	60	70	85	75	40
폴리곤2	85	80	90	105	95	60
폴리곤Z	85	80	70	135	75	90
푸린	115	45	20	45	25	20
푸크린 (5세대까지)	140	70	45	75	50	45
푸크린 (6세대부터)	140	70	45	85	50	45
푸푸린	90	30	15	40	20	15
푸호꼬	40	45	40	62	60	60
프레프티르	101	72	72	99	89	29
프로토가	54	78	103	53	45	22
프리져	90	85	100	95	125	85
프리져 (가라르 프리져)	90	85	85	125	100	95
프리지오	70	50	30	95	135	105
프테라	80	105	65	60	75	130
플라베베	44	38	39	61	79	42
플라엣테	54	45	47	75	98	52
플라이곤	80	100	80	80	80	100
플라제스	78	65	68	112	154	75
플러시	60	50	40	85	75	95
플로젤	85	105	55	85	50	115
피그점프	60	25	35	70	80	60
피그킹	80	45	65	90	110	80
피오네	80	80	80	80	80	80
피죤	63	60	55	50	50	71
피죤투 (5세대까지)	83	80	75	70	70	91
피죤투 (6세대부터)	83	80	75	70	70	101
피츄	20	40	15	35	35	60
피카츄 (5세대까지)	35	55	30	50	40	90
피카츄 (6세대부터)	35	55	40	50	50	90
피콘	50	65	90	35	35	15
픽시 (5세대까지)	95	70	73	85	90	60
픽시 (6세대부터)	95	70	73	95	90	60
핑복	100	5	5	15	65	30
하데리어	65	80	65	35	65	60
하랑우탄	90	60	80	90	110	60
하리뭉	144	120	60	40	60	50
하마돈	108	112	118	68	72	47
한바이트	68	90	65	50	55	82
한카리아스	108	130	95	80	85	102
할비롱	78	60	85	135	91	36
핫삼	70	130	100	55	80	65
해골몽	20	40	90	30	90	25
해너츠	30	30	30	30	30	30
해루미	75	75	55	105	85	30
해무기	55	60	130	30	130	5
해피너스	255	10	10	75	135	55
헌테일	55	104	105	94	75	52
헤라크로스	80	125	75	40	95	85
헬가	75	90	50	110	80	95
형광어	49	49	56	49	61	66
형사구스	88	110	60	55	60	45
호바귀 (L)	54	66	70	44	55	46
호바귀 (M)	49	66	70	44	55	51
호바귀 (S)	44	66	70	44	55	56
호바귀 (XL)	59	66	70	44	55	41
홍수몬	50	105	79	35	110	76
화강돌	50	92	108	92	108	35
화살꼬빈	45	50	43	40	38	62
화염레오	86	68	72	109	66	106
활화르바	55	85	55	50	55	60
후딘 (5세대까지)	55	50	45	135	85	120
후딘 (6세대부터)	55	50	45	135	95	120
후파 (굴레를 벗어난 폼)	80	160	60	170	130	80
후파 (굴레에 빠진 폼)	80	110	60	150	130	70
훔처우	40	28	28	47	52	50
휠구	40	55	99	40	79	47
흉내내	20	25	45	70	90	60
흔들풍손	90	50	34	60	44	70
흥나숭	50	65	50	40	40	65
히드런	91	90	106	130	106	77
히포포타스	68	72	78	38	42	32
